Datetime,Open,High,Low,Close,Volume
2021-10-19 13:30:00-04:00,207.61000061035156,207.88999938964844,207.52999877929688,207.77000427246094,48574
2021-10-19 14:00:00-04:00,207.77999877929688,208.02999877929688,207.10000610351562,207.47000122070312,73807
2021-10-19 14:30:00-04:00,207.52000427246094,207.77499389648438,207.3300018310547,207.75999450683594,40622
2021-10-19 15:00:00-04:00,207.77999877929688,208.02000427246094,207.76499938964844,207.8699951171875,47531
2021-10-19 15:30:00-04:00,207.85000610351562,208.86000061035156,207.7449951171875,208.83999633789062,152655
2021-10-20 09:30:00-04:00,208.67999267578125,209.8000030517578,203.02499389648438,203.10000610351562,328950
2021-10-20 10:00:00-04:00,203.10000610351562,203.38999938964844,200.0,200.2449951171875,262661
2021-10-20 10:30:00-04:00,200.39999389648438,201.80499267578125,198.00999450683594,198.16000366210938,209769
2021-10-20 11:00:00-04:00,198.14500427246094,199.66250610351562,197.02000427246094,199.42999267578125,154513
2021-10-20 11:30:00-04:00,199.4940948486328,200.0050048828125,198.0500030517578,198.1999969482422,131957
2021-10-20 12:00:00-04:00,198.2100067138672,199.22000122070312,198.1199951171875,198.1199951171875,71370
2021-10-20 12:30:00-04:00,198.0800018310547,198.9550018310547,198.0800018310547,198.5399932861328,74752
2021-10-20 13:00:00-04:00,198.72000122070312,198.88999938964844,196.75,197.63999938964844,145630
2021-10-20 13:30:00-04:00,197.80999755859375,199.33999633789062,197.09500122070312,199.14129638671875,88285
2021-10-20 14:00:00-04:00,199.00999450683594,199.32000732421875,198.2899932861328,198.9499969482422,85631
2021-10-20 14:30:00-04:00,198.9600067138672,199.0500030517578,198.3699951171875,198.47999572753906,101952
2021-10-20 15:00:00-04:00,198.41000366210938,198.8699951171875,196.86000061035156,196.86000061035156,131739
2021-10-20 15:30:00-04:00,196.86500549316406,199.25999450683594,196.8000030517578,199.25999450683594,384918
2021-10-21 09:30:00-04:00,198.92999267578125,199.3800048828125,196.80999755859375,198.07000732421875,154761
2021-10-21 10:00:00-04:00,198.0399932861328,199.0399932861328,197.3000030517578,198.9499969482422,67483
2021-10-21 10:30:00-04:00,198.9499969482422,200.5,198.16000366210938,199.6999969482422,70604
2021-10-21 11:00:00-04:00,199.64500427246094,200.47059631347656,199.41000366210938,199.91000366210938,59218
2021-10-21 11:30:00-04:00,199.85000610351562,200.61000061035156,199.09500122070312,200.44000244140625,53917
2021-10-21 12:00:00-04:00,200.44000244140625,201.0800018310547,200.1199951171875,201.0399932861328,56190
2021-10-21 12:30:00-04:00,201.08999633789062,201.9499969482422,201.0500030517578,201.49000549316406,61242
2021-10-21 13:00:00-04:00,201.39999389648438,201.39999389648438,200.25,200.25,92680
2021-10-21 13:30:00-04:00,200.2550048828125,200.5500030517578,199.96499633789062,200.0,96583
2021-10-21 14:00:00-04:00,200.0,200.55999755859375,199.8300018310547,200.5399932861328,65405
2021-10-21 14:30:00-04:00,200.50999450683594,200.8699951171875,199.6699981689453,199.77999877929688,78065
2021-10-21 15:00:00-04:00,199.7899932861328,199.89999389648438,199.25,199.2949981689453,76256
2021-10-21 15:30:00-04:00,199.2899932861328,199.2899932861328,198.22000122070312,198.83999633789062,228510
2021-10-22 09:30:00-04:00,199.33999633789062,201.8800048828125,199.33999633789062,200.3350067138672,64294
2021-10-22 10:00:00-04:00,200.0800018310547,200.88499450683594,199.6699981689453,200.58999633789062,46045
2021-10-22 10:30:00-04:00,200.5399932861328,200.97000122070312,200.07000732421875,200.6300048828125,38630
2021-10-22 11:00:00-04:00,200.5399932861328,200.89999389648438,199.47000122070312,199.47999572753906,48657
2021-10-22 11:30:00-04:00,199.56500244140625,199.89500427246094,199.3300018310547,199.86000061035156,34494
2021-10-22 12:00:00-04:00,199.73500061035156,200.10000610351562,199.52999877929688,200.10000610351562,28813
2021-10-22 12:30:00-04:00,200.3000030517578,200.75999450683594,200.3000030517578,200.49000549316406,26059
2021-10-22 13:00:00-04:00,200.4600067138672,200.88999938964844,200.33999633789062,200.77000427246094,25693
2021-10-22 13:30:00-04:00,200.77000427246094,200.97999572753906,200.6999969482422,200.75,24475
2021-10-22 14:00:00-04:00,200.8000030517578,201.4499969482422,200.75,201.25,25388
2021-10-22 14:30:00-04:00,201.25,201.4010009765625,200.94500732421875,201.0050048828125,24551
2021-10-22 15:00:00-04:00,201.14999389648438,201.35000610351562,201.0500030517578,201.3350067138672,23112
2021-10-22 15:30:00-04:00,201.38999938964844,201.94000244140625,201.38999938964844,201.72999572753906,125170
2021-10-22 16:00:00-04:00,201.72000122070312,201.72000122070312,201.72000122070312,201.72000122070312,0
